GDUNG001
LEVELSTART testhouse_
TILES wallnw=0xFF9,0xFF9,0x975,0x976,0x977,0x978,0x0,0x0,0x983,0x984,0x985,0x986,0x987,0x988,0x0,0x0,0x993,0x994,0x995,0x996,0x997,0x998,0x0,0x0,0x9A3,0x9A4,0x9A5,0x9A6,0x9A7,0x9A8,0x0,0x0,0x9B3,0x9B4,0x9B5,0x9B6,0x9B7,0x9B8,0x0,0x0,0x9C3,0x9C4,0x9C5,0x9C6,0x9C7,0x9C8,0x0,0x0,0x9D3,0x9D4,0x9D5,0x9D6,0x9D7,0x9D8,0x0,0x0,0x9E3,0x9E4,0x9E5,0x8EB,0x8EC,0x8ED,0x0,0x0,0x8FB,0x8FC,0x8FD,0x0,0x0,0x0,0x0,0x0,0x8E7,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
TILES wallse=0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x90F,0x9E7,0x9E8,0x9E9,0x9EA,0x0,0x0,0x90E,0x91F,0xBF1,0xFF9,0xFF9,0xFF9,0x0,0x8E4,0x9FE,0xBB0,0xBB1,0xFF9,0xFF9,0xFF9,0x0,0x8F4,0x9CF,0xBC0,0xBC1,0xFF9,0xFF9,0xFF9,0x0,0x0,0x9DF,0xBD0,0xBD1,0xFF9,0xFF9,0xFF9,0x0,0x0,0x9EF,0xBE0,0xBE1,0xFF9,0xFF9,0xFF9,0x0,0x8F6,0x9FF,0xBF0,0xBE1,0xFF9,0xFF9,0xFF9,0x0,0x0,0x979,0xBF0,0xBB1,0xFF9,0xFF9,0xFF9,0x0,0x0,0x989,0xBF0,0xBF1,0xFF9,0xFF9,0xFF9
TILES wallsw=0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x9E7,0x9E8,0x9E9,0x9E7,0x902,0x0,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9A0,0x912,0x903,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9B0,0x9B1,0x9F3,0x8E5,0x0,0xFF9,0xFF9,0xFF9,0x9C0,0x9C1,0x9C2,0x8F5,0x0,0xFF9,0xFF9,0xFF9,0x9D0,0x9D1,0x9D2,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9E0,0x9E1,0x9E2,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9E0,0x9F1,0x9F2,0x8F7,0x0,0xFF9,0xFF9,0xFF9,0x9B0,0x9F1,0x978,0x82E,0x0,0xFF9,0xFF9,0xFF9,0x9F0,0x9F1,0x988,0x0,0x0
TILES wallne2=0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x90C,0x90D,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x91C,0x91D,0x92F,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x92C,0x92D,0x93F,0xB30,0xFF9,0xFF9,0xFF9,0xFF9,0x93C,0x93D,0x94F,0xB40,0xB41,0xFF9,0xFF9,0xFF9,0x94C,0x95E,0x95F,0xB50,0xB51,0xFF9,0xFF9,0xFF9,0x95C,0x96E,0x96F,0xB60,0xB61,0xFF9,0xFF9,0xFF9,0x96C,0x97E,0x97F,0xB70,0xB71,0xFF9,0xFF9,0xFF9,0x8FE,0x8F1,0x98F,0xB80,0xB81,0xFF9,0xFF9,0xFF9,0x0,0x0,0x99F,0xBF0,0xBF1,0xFF9,0xFF9,0xFF9
TILES wallnw2=0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x904,0x905,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x922,0x914,0x915,0xFF9,0xFF9,0xFF9,0xFF9,0x931,0x932,0x924,0x925,0xFF9,0xFF9,0xFF9,0x940,0x941,0x942,0x934,0x935,0xFF9,0xFF9,0xFF9,0x950,0x951,0x952,0x944,0x945,0xFF9,0xFF9,0xFF9,0x960,0x961,0x962,0x963,0x955,0xFF9,0xFF9,0xFF9,0x970,0x971,0x972,0x973,0x965,0xFF9,0xFF9,0xFF9,0x970,0x981,0x982,0x8F2,0x8EE,0xFF9,0xFF9,0xFF9,0x9F0,0x9F1,0x992,0x0,0x0
TILES wallse2=0x0,0x0,0x999,0xB90,0xB91,0xFF9,0xFF9,0xFF9,0x0,0x0,0x9AF,0xBA0,0xBA1,0xFF9,0xFF9,0xFF9,0x9E7,0x9E8,0x9E9,0x9EA,0x9E7,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9
TILES wallsw2=0xFF9,0xFF9,0xFF9,0x990,0x991,0x998,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9A0,0x9A1,0x9A2,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9E7,0x9E8,0x9E9,0x9E9,0x9EA,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9
TILES walld1=0xFF9,0xFF9,0xFF9,0x990,0x991,0x998,0x0,0x0,0xFF9,0xFF9,0xFF9,0x9A0,0x9A1,0x9A2,0x0,0x0,0x90C,0x90D,0xFF9,0x9E7,0x9E8,0x9E9,0x9E9,0x9EA,0x91C,0x91D,0x92F,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x92C,0x92D,0x93F,0xB30,0xFF9,0xFF9,0xFF9,0xFF9,0x93C,0x93D,0x94F,0xB40,0xB41,0xFF9,0xFF9,0xFF9,0x94C,0x95E,0x95F,0xB50,0xB51,0xFF9,0xFF9,0xFF9,0x95C,0x96E,0x96F,0xB60,0xB61,0xFF9,0xFF9,0xFF9,0x96C,0x97E,0x97F,0xB70,0xB71,0xFF9,0xFF9,0xFF9,0x8FE,0x8F1,0x98F,0xB80,0xB81,0xFF9,0xFF9,0xFF9,0x80E,0x82F,0x99F,0xBF0,0xBF1,0xFF9,0xFF9,0xFF9
TILES walld2=0x0,0x0,0x999,0xB90,0xB91,0xFF9,0xFF9,0xFF9,0x0,0x0,0x9AF,0xBA0,0xBA1,0xFF9,0xFF9,0xFF9,0x9E7,0x9E8,0x9E9,0x9EA,0x9E7,0xFF9,0x904,0x905,0xFF9,0xFF9,0xFF9,0xFF9,0xFF9,0x922,0x914,0x915,0xFF9,0xFF9,0xFF9,0xFF9,0x931,0x932,0x924,0x925,0xFF9,0xFF9,0xFF9,0x940,0x941,0x942,0x934,0x935,0xFF9,0xFF9,0xFF9,0x950,0x951,0x952,0x944,0x945,0xFF9,0xFF9,0xFF9,0x960,0x961,0x962,0x963,0x955,0xFF9,0xFF9,0xFF9,0x970,0x971,0x972,0x973,0x965,0xFF9,0xFF9,0xFF9,0x970,0x981,0x982,0x8F2,0x8EE,0xFF9,0xFF9,0xFF9,0x9F0,0x9F1,0x992,0x82C,0x80F

LAYOUTFILE Dungeon.txt
ADDTESTNPCS

NPC script=light2.txt,blocking=false,underplayer=true,chance=40%,place=path,x=0,y=0
NPC image=housedungeon1_blood.png,blocking=false,underplayer=true,chance=10,place=path,x=4,y=0
NPC image=housedungeon1_blood.png,blocking=false,underplayer=true,chance=10,place=path,x=0,y=4
NPC image=housedungeon1_hole.png,blocking=false,underplayer=true,chance=10,place=path,x=4,y=4
NPC image=housedungeon1_hole.png,blocking=false,underplayer=true,chance=10,place=path,x=0,y=0
NPC image=housedungeon1_hole2.png,blocking=false,underplayer=true,chance=5,place=path,x=6,y=0
NPC image=housedungeon1_hole2.png,blocking=false,underplayer=true,chance=5,place=path,x=4,y=1
NPC image=housedungeon1_hole2.png,blocking=false,underplayer=true,chance=5,place=path,x=0,y=5
NPC image=housedungeon1_hole2.png,blocking=false,underplayer=true,chance=5,place=path,x=4,y=8

#place names: wall,path,walln,walle,walls,wallw,wallne,wallnw,wallse,wallsw,wallne2,wallnw2,wallse2,wallsw2

